asset,policy,delay_ms,fee_bps,fill_fraction,adverse_selection_bps,daily_utility_difference,mlp_minus_logistic_utility,mlp_minus_logistic_f1,opposite_mean_directions
ETH,fixed_confidence,100,5,0.5,0,"[-0.562308269796632, -0.06466069870688164, -0.16326975650361317]",-0.2634129083357089,0.1584938751647065,True
ETH,fixed_confidence,100,5,0.5,1,"[-0.6186273039605158, -0.07093470638934003, -0.17993855473015535]",-0.28983352169333704,0.1584938751647065,True
ETH,fixed_confidence,100,5,0.5,5,"[-0.8439034406160514, -0.09603073711917358, -0.2466137476363241]",-0.3955159751238497,0.1584938751647065,True
ETH,fixed_confidence,100,5,1,0,"[-1.124616539593264, -0.12932139741376328, -0.32653951300722633]",-0.5268258166714178,0.1584938751647065,True
ETH,fixed_confidence,100,5,1,1,"[-1.2372546079210316, -0.14186941277868007, -0.3598771094603107]",-0.5796670433866741,0.1584938751647065,True
ETH,fixed_confidence,100,5,1,5,"[-1.6878068812321028, -0.19206147423834716, -0.4932274952726482]",-0.7910319502476993,0.1584938751647065,True
ETH,fixed_confidence,500,0,0.25,0,"[-0.0024645991445758925, -0.0014140419816867564, 0.0002773995350852192]",-0.0012004138637258098,0.1584938751647065,True
ETH,fixed_confidence,500,0,0.25,1,"[-0.030624116226517836, -0.00455104582291595, -0.008056999578185873]",-0.014410720542539885,0.1584938751647065,True
ETH,fixed_confidence,500,0,0.25,5,"[-0.14326218455428563, -0.017099061187832724, -0.041394596031270235]",-0.0672519472577962,0.1584938751647065,True
ETH,fixed_confidence,500,0,0.5,0,"[-0.004929198289151785, -0.002828083963373513, 0.0005547990701704384]",-0.0024008277274516197,0.1584938751647065,True
ETH,fixed_confidence,500,0,0.5,1,"[-0.06124823245303567, -0.0091020916458319, -0.016113999156371746]",-0.02882144108507977,0.1584938751647065,True
ETH,fixed_confidence,500,0,0.5,5,"[-0.28652436910857126, -0.03419812237566545, -0.08278919206254047]",-0.1345038945155924,0.1584938751647065,True
ETH,fixed_confidence,500,0,1,0,"[-0.00985839657830357, -0.005656167926747026, 0.0011095981403408768]",-0.004801655454903239,0.1584938751647065,True
ETH,fixed_confidence,500,0,1,1,"[-0.12249646490607134, -0.0182041832916638, -0.03222799831274349]",-0.05764288217015954,0.1584938751647065,True
ETH,fixed_confidence,500,0,1,5,"[-0.5730487382171425, -0.0683962447513309, -0.16557838412508094]",-0.2690077890311848,0.1584938751647065,True
ETH,fixed_confidence,500,5,0.25,0,"[-0.2840589976323679, -0.03278402621423696, -0.08306660820021017]",-0.1333032106822717,0.1584938751647065,True
ETH,fixed_confidence,500,5,0.25,1,"[-0.31221851471430995, -0.03592103005546615, -0.09140100731348125]",-0.14651351736108578,0.1584938751647065,True
ETH,fixed_confidence,500,5,0.25,5,"[-0.42485658304207763, -0.04846904542038292, -0.12473860376656563]",-0.19935474407634204,0.1584938751647065,True
ETH,fixed_confidence,500,5,0.5,0,"[-0.5681179952647358, -0.06556805242847392, -0.16613321640042034]",-0.2666064213645434,0.1584938751647065,True
ETH,fixed_confidence,500,5,0.5,1,"[-0.6244370294286199, -0.0718420601109323, -0.1828020146269625]",-0.29302703472217156,0.1584938751647065,True
ETH,fixed_confidence,500,5,0.5,5,"[-0.8497131660841553, -0.09693809084076584, -0.24947720753313127]",-0.3987094881526841,0.1584938751647065,True
ETH,fixed_confidence,500,5,1,0,"[-1.1362359905294717, -0.13113610485694785, -0.33226643280084067]",-0.5332128427290868,0.1584938751647065,True
ETH,fixed_confidence,500,5,1,1,"[-1.2488740588572398, -0.1436841202218646, -0.365604029253925]",-0.5860540694443431,0.1584938751647065,True
ETH,fixed_confidence,500,5,1,5,"[-1.6994263321683105, -0.19387618168153167, -0.49895441506626254]",-0.7974189763053682,0.1584938751647065,True
